# Analyzed latency, 2011-09-30T05:53:13, SiRF binary, 9600 8N1, cycle 1s
#- Tag -  ----- Fix time -----  - Chars -  - Latency -  -- RS232 --  --Analysis-  --- Recv --
    MID2  1317362075.960000038        339  0.130784035  0.483909035  0.512573957  0.514559984
    MID2  1317362076.960000038        340  0.130789042  0.484955708  0.511029005  0.511849880
    MID2  1317362077.960000038        339  0.130786896  0.483911896  0.511005878  0.511801958
    MID2  1317362078.960000038        335  0.110785961  0.459744294  0.491065025  0.491951942
    MID2  1317362079.960000038        338  0.110784054  0.462867387  0.491004944  0.491808891
    MID2  1317362080.960000038        339  0.130786896  0.483911896  0.511025906  0.511834860
    MID2  1317362081.960000038        338  0.130787849  0.482871183  0.511016846  0.511937857
    MID2  1317362082.960000038        339  0.132111073  0.485236073  0.511013031  0.511759043
    MID2  1317362083.960000038        341  0.100794077  0.456002410  0.491035938  0.491880894
    MID2  1317362084.960000038        337  0.130864859  0.481906525  0.511103868  0.512131929
    MID2  1317362085.960000038        340  0.120863914  0.475030581  0.511012077  0.511806011
    MID2  1317362086.960000038        339  0.120889902  0.474014902  0.511012077  0.511870861
    MID2  1317362087.960000038        339  0.130787849  0.483912849  0.511008978  0.511934996
    MID2  1317362088.960000038        340  0.130786896  0.484953562  0.511009932  0.511765957
    MID2  1317362089.960000038        339  0.130801916  0.483926916  0.511005878  0.511788845
    MID2  1317362090.960000038        337  0.130787849  0.481829516  0.511003017  0.511725903
    MID2  1317362091.960000038        340  0.130786896  0.484953562  0.511007071  0.511795044
    MID2  1317362092.960000038        339  0.130787849  0.483912849  0.511005878  0.511730909
    MID2  1317362093.960000038        339  0.130812883  0.483937883  0.511000872  0.511760950
    MID2  1317362094.960000038        339  0.131744862  0.484869862  0.511014938  0.511767864
    MID2  1317362095.960000038        333  0.110786915  0.457661915  0.491008997  0.492532969
    MID2  1317362096.960000038        337  0.130786896  0.481828562  0.511030912  0.511941910
    MID2  1317362097.960000038        340  0.130807877  0.484974543  0.511020899  0.511908054
    MID2  1317362098.960000038        339  0.130786896  0.483911896  0.511010885  0.511756897
    MID2  1317362099.960000038        339  0.132050037  0.485175037  0.510990858  0.511811018
    MID2  1317362100.960000038        340  0.130789995  0.484956662  0.511008978  0.511880875
    MID2  1317362101.960000038        336  0.130785942  0.480785942  0.511013985  0.511821985
    MID2  1317362102.960000038        336  0.110785961  0.460785961  0.491010904  0.491759062
    MID2  1317362103.960000038        334  0.110789061  0.458705727  0.491195917  0.492439032
    MID2  1317362104.960000038        338  0.130787849  0.482871183  0.511007071  0.511839867
    MID2  1317362105.960000038        335  0.140789032  0.489747365  0.521018028  0.521813869
    MID2  1317362106.960000038        338  0.130787849  0.482871183  0.511008978  0.511757851
    MID2  1317362107.960000038        337  0.130786896  0.481828562  0.511002064  0.511775017
    MID2  1317362108.960000038        336  0.130786896  0.480786896  0.511008978  0.511755943
    MID2  1317362109.960000038        338  0.132061005  0.484144338  0.511016846  0.511821032
    MID2  1317362110.960000038        337  0.130787849  0.481829516  0.511003017  0.511718035
    MID2  1317362111.960000038        337  0.130789042  0.481830708  0.510994911  0.511780977
    MID2  1317362112.960000038        338  0.130784988  0.482868322  0.511009932  0.511770010
    MID2  1317362113.960000038        341  0.100785971  0.455994304  0.481015921  0.481806040
    MID2  1317362114.960000038        337  0.132050037  0.483091704  0.511040926  0.511865854
    MID2  1317362115.960000038        335  0.130787849  0.479746183  0.511004925  0.511795998
    MID2  1317362116.960000038        336  0.130791903  0.480791903  0.511021852  0.511919022
    MID2  1317362117.960000038        337  0.130784988  0.481826655  0.511013031  0.511821032
